#         t          m          x          y          z         vx         vy         vz
    500.000      0.008     -1.140      2.154     -1.225    -63.223    114.672    -85.386
    500.000      0.008    -12.836     -1.089    -16.888    190.445     85.790     22.535
    500.000      0.008     -0.771     -0.489      4.289   -354.957   -197.150     30.231
    500.000      0.008     19.504     39.769      7.738    106.670     51.062    101.872
    500.000      0.008     -0.349      0.802     -5.724    -52.664    -45.141    -11.692
    500.000      0.008     -2.587     -2.972     -7.404    382.778     82.258    153.845
    500.000      0.008      0.066     -0.638     -1.928    230.705    -37.545     83.612
    500.000      0.008     -3.553     26.930    -24.918    117.945    145.559     -3.982
    500.000      0.008     -0.161      1.578     10.669    -88.876    150.563    -38.946
    500.000      0.008    -12.231      0.347    -20.385     55.137    -21.113     58.906
    500.000      0.008      4.790      0.336      5.279    -26.862     -7.916    -71.655
    500.000      0.008     15.011     19.723    -11.137     28.705     86.890   -106.111
    500.000      0.008    -19.539    -33.961    -26.523     34.929     59.376     78.000
    500.000      0.008     -5.733     -1.188     -8.525     67.774   -303.973    181.466
    500.000      0.008      4.618    -18.039     10.753    -29.894     35.529    -91.295
    500.000      0.008      9.986     18.489      6.392    -88.920     12.347   -324.827
    500.000      0.008     -3.946     -3.081     -0.060    151.070    370.198   -394.826
    500.000      0.008     -2.338     10.691      7.758     88.984      8.456     -2.266
    500.000      0.008      1.199    -52.806      7.834    -94.081    111.630    -33.547
    500.000      0.008     20.721     35.316    -23.183     97.900     61.881     18.171
    500.000      0.008     11.750      0.801      2.724   -294.148     -5.934     57.133
    500.000      0.008     12.792     21.020      6.096     36.547    185.588    -13.104
    500.000      0.008    -16.675    -30.538    -37.923    -28.637    -15.667     17.365
    500.000      0.008      0.430     -0.498      3.519    -79.895     78.855    181.981
    500.000      0.008     28.382     14.396      6.902    128.838     96.811     43.676
    500.000      0.008      2.739      3.249      3.031     19.978    -54.288    -83.683
    500.000      0.008      3.829     19.040     -7.295    -14.578    -92.964     24.008
    500.000      0.008      8.902      3.128      1.327     85.724     44.195    134.349
    500.000      0.008     -3.117     -5.299      7.889    -30.845     15.076    122.389
    500.000      0.008     13.692      6.519     -2.507     94.280     92.851    168.370
    500.000      0.008      3.775      0.501      4.053   -223.070   -135.294   -115.691
    500.000      0.008      0.349     -0.017     -1.240    -33.823   -155.624    254.589
    500.000      0.008     11.290    -27.273     22.873     35.343    -41.755     21.555
    500.000      0.008      0.866      5.552     -1.909     83.655   -124.597    -42.280
    500.000      0.008    -10.947     -0.083     -1.168    -98.275    -21.553      6.737
    500.000      0.008      3.801      9.722      3.356   -125.813     89.816    174.797
    500.000      0.008      3.894      9.653     22.584     67.435     33.127    250.701
    500.000      0.008     -0.099     -3.703     -4.225   -279.885   -219.431   -259.466
    500.000      0.008     -2.806     -4.609      3.430   -274.163   -391.039    130.955
    500.000      0.008      1.748     -0.833    -12.337     49.324     89.952    163.645
    500.000      0.008    -23.071     -9.578     11.209   -191.967    -72.605     15.365
    500.000      0.008      1.901      0.428      1.308     47.300    -27.193   -108.578
    500.000      0.008      0.366      3.296     -2.709     53.029   -249.049     79.575
    500.000      0.008      2.207      1.486      2.863   -106.297    154.186    130.500
    500.000      0.008      1.269     -1.248      0.835   -143.329   -266.743   -305.750
    500.000      0.008      0.156     -0.658      0.973     -5.537    348.843     28.217
    500.000      0.008     -1.851     -1.054      1.050    -77.675     20.667   -129.685
    500.000      0.008     10.342     -8.096      2.293    132.489    172.033    140.555
    500.000      0.008     -7.834     -9.616    -22.709    118.797    108.723    -46.165
    500.000      0.008      1.061      2.070      3.612    -47.145    -63.073   -211.091
    500.000      0.008     38.059    -45.356     48.355    -55.381    -10.332    -17.927
    500.000      0.008      1.108      3.786      6.735   -155.344     47.487   -256.466
    500.000      0.008     30.192    -43.784     20.219     57.331   -258.440     42.143
    500.000      0.008     22.603     18.565      2.029    271.085   -193.532    235.818
    500.000      0.008     -5.639      2.019      5.186    302.656   -118.968   -266.793
    500.000      0.008      1.542    -46.077    -27.179      0.809    -35.263    -22.840
    500.000      0.008      9.355    -42.422     43.297    -94.760      1.026    -83.460
    500.000      0.008     -2.769     -0.648     -3.753   -189.030     20.041   -111.206
    500.000      0.008      4.534      4.098      9.285    273.062    274.483    -42.141
    500.000      0.008     -0.913      0.882     -1.306    234.341    311.951   -180.505
    500.000      0.008     -5.764     24.787    -15.660    364.750    -43.782    174.171
    500.000      0.008      0.748      0.804      1.018      9.047    -68.673    -55.566
    500.000      0.008     21.143      9.865     -5.346    161.229    -35.242   -142.393
    500.000      0.008      1.194      8.336      6.419      7.847    143.823    180.818
    500.000      0.008     -4.984      5.503      7.114    116.183    -59.657     40.424
    500.000      0.008     25.979     30.345    -14.612    -43.644    -82.621     91.554
    500.000      0.008      0.371     -7.549     -3.720     45.175    284.653    -83.838
    500.000      0.008      1.289     -0.369     -8.936   -144.375     12.272    -87.558
    500.000      0.008     -5.619     43.103      8.879     55.204     69.416    -43.419
    500.000      0.008      0.555     -0.410     13.699      9.176     -9.722    135.429
    500.000      0.008      1.668    -14.669     10.499     16.714    -89.621      7.136
    500.000      0.008     -1.044     -1.212      0.072    124.247    401.734    156.653
    500.000      0.008     19.364     -7.601     -7.913    -73.178     10.485     67.462
    500.000      0.008     -3.077     -2.253     -8.500     74.773     68.634   -275.874
    500.000      0.008      2.525      4.911      7.989    104.308    137.130    170.906
    500.000      0.008      9.857      2.556      6.579    179.254    -35.927    185.044
    500.000      0.008     -9.648     -9.766     -4.457     10.433    131.115     37.251
    500.000      0.008      0.941    -35.087     33.348   -128.122     31.177   -132.205
    500.000      0.008     45.344    -12.754     30.820     68.278   -245.670     80.867
    500.000      0.008      3.336     -1.156      4.099   -321.054   -409.969    126.884
    500.000      0.008     -3.602      3.839     -0.853   -115.425    -64.621   -365.450
    500.000      0.008     12.900    -54.678     38.342    -89.575    -21.492    -35.540
    500.000      0.008      6.713      6.602     10.948    -50.689      1.777     -5.186
    500.000      0.008    -45.664     49.401    -34.110    217.803     32.665    133.527
    500.000      0.008      0.766      1.412      0.307     89.988    -42.138     45.205
    500.000      0.008      4.021     -0.831     -9.929     64.221     49.509    186.889
    500.000      0.008    -14.138      6.785      1.751    100.681    152.526    106.990
    500.000      0.008     -1.723     -8.681      4.135     70.575     77.713    255.048
    500.000      0.008      4.619      5.953      8.043   -167.120     90.807     26.200
    500.000      0.008     43.023    -39.678     15.855    -23.737   -205.884    -46.558
    500.000      0.008     21.636     35.959     -4.552      2.512    -39.111    134.971
    500.000      0.008      3.581      3.004      3.974   -116.986    114.530   -176.052
    500.000      0.008      0.471     -0.015     -1.048   -205.516     11.746   -317.053
    500.000      0.008     -5.390     -4.652     -8.094    153.219    172.675     36.755
    500.000      0.008     14.945     -7.016     20.320    181.443   -312.416    213.462
    500.000      0.008     -0.576     -5.968     -6.478     40.045   -121.393    -81.153
    500.000      0.008    -23.787     -4.095      7.006    132.281      8.135    -86.076
    500.000      0.008      0.559     -0.497     -2.720    224.765   -110.665    182.990
    500.000      0.008      9.403      1.866      2.492    106.218    139.863    330.408
    500.000      0.008     -6.785    -11.725      1.408     72.044    247.202   -168.070
    500.000      0.008      0.126      4.153     -1.318      5.898   -260.554    -98.358
    500.000      0.008     -6.902     -0.548      1.108   -313.757   -168.698    -59.831
    500.000      0.008     -7.634     -8.079      6.478    -16.713    -83.106    -52.336
    500.000      0.008     -0.831     -2.721     -3.168     21.211     27.484    118.709
    500.000      0.008     -8.972      4.528      3.733   -251.193   -105.676    -61.423
    500.000      0.008      4.663      7.119      7.905   -102.934   -181.540   -172.734
    500.000      0.008      7.326      8.647      9.650    -43.029    -18.346    -33.247
    500.000      0.008     15.681     -4.600    -22.723     90.422    -70.576   -133.550
    500.000      0.008     -0.215     -1.677     -1.300     62.936    -53.152    -71.629
    500.000      0.008      9.167    -48.445    -20.521      3.389    -91.290     -5.711
    500.000      0.008    -66.530     37.034    -51.953    171.555     48.633    104.259
    500.000      0.008      6.158      1.051      9.974    -43.002     89.107    174.373
    500.000      0.008     18.363     46.690     -4.450    103.836      0.903     31.595
    500.000      0.008      2.187      1.738      9.450    -53.550     -3.221    134.401
    500.000      0.008      1.175     -0.976     -1.102    -81.404    302.386    399.253
    500.000      0.008     -0.392     -1.517      5.675     30.636    256.392    195.369
    500.000      0.008      0.709     -2.224      3.725     48.575     69.245    414.646
    500.000      0.008     -2.833     30.737    -28.420     -0.834   -101.686    102.826
    500.000      0.008     42.483    -50.793     27.088     -1.610   -167.799     44.206
    500.000      0.008     -2.705      1.165     -8.523   -121.177    -26.556   -165.043
    500.000      0.008     31.025    -38.266     28.218    -14.419   -236.052     34.563
    500.000      0.008     -0.215      1.956     -0.782    209.424   -481.408    -79.993
    500.000      0.008      1.416      0.333      1.797    -70.710   -132.758   -181.561
    500.000      0.008      3.493     10.563     -9.374    -17.835     11.897     -9.966
    500.000      0.008      7.032      7.077      9.372    -76.164    -71.128    -71.234
    500.000      0.008    -16.462    -17.684     -8.858    -44.677   -107.983   -211.631
    500.000      0.008      1.424      1.689     -4.699   -268.655     12.754     36.195
    500.000      0.008      5.762      4.421     22.887    -74.930    -81.395   -256.975
    500.000      0.008     17.112     11.417     20.484    150.791     80.873    104.380
    500.000      0.008    -17.900      7.680    -35.592     35.342     90.787   -144.172
    500.000      0.008     -4.621     -0.251     -4.383    399.058     -7.162   -105.196
    500.000      0.008      1.463     -0.751      0.130    -32.876   -130.940    262.980
    500.000      0.008      6.363     23.652      9.071    -48.518    132.162      2.086
    500.000      0.008    -20.684    -44.128    -12.080     39.543    163.705    -65.043
    500.000      0.008     35.326    -53.081     31.864    -68.584    -67.248     22.903
    500.000      0.008    -10.197     -4.553    -13.780   -159.632    -45.718   -197.225
    500.000      0.008     34.301    -14.439     39.342     64.750   -147.264    221.064
    500.000      0.008     -1.516     -0.651     -1.470    -19.399     27.996    -92.957
    500.000      0.008     16.310     -1.204      8.849   -193.020    -44.578   -173.237
    500.000      0.008     -1.469      7.272     -5.004    146.447    228.438     55.171
    500.000      0.008      1.317     -1.682     -1.735     50.956    234.531    197.624
    500.000      0.008     -5.709      0.874    -12.763    -48.782   -255.059     63.104
    500.000      0.008     -0.417     -0.155     -1.473    -63.512   -167.617   -204.875
    500.000      0.008     -2.557     -3.931      3.658    115.294   -175.837    183.062
    500.000      0.008      1.152     -2.218     -5.835    -24.957    120.582    496.679
    500.000      0.008      9.008    -14.033     14.815   -186.899    -23.757   -225.301
    500.000      0.008      5.408     24.529     -6.452    -54.703     37.920    -84.232
    500.000      0.008    -33.850    -80.231     -3.292     70.534    170.608    -64.082
    500.000      0.008      1.632     -1.056      0.695    -25.915    224.624    377.856
    500.000      0.008     -2.926     -0.396     -3.224    150.994   -151.612   -101.661
    500.000      0.008     21.365    -56.867     16.182    -57.651   -199.166     -4.276
    500.000      0.008     -8.133      8.956    -14.869     88.370    -67.454    113.823
    500.000      0.008      0.679      1.032      2.035   -201.582    295.445    -51.050
    500.000      0.008      0.322      2.604      1.127    -42.258   -100.562    -98.042
    500.000      0.008      0.060     29.428     -6.463    100.431    281.521     22.148
    500.000      0.008     16.947      2.359     -2.906    227.388     28.258     40.949
    500.000      0.008     14.666      0.515      1.525    255.190     -4.788    116.622
    500.000      0.008     -4.350     -6.921     -8.192     33.200   -100.349    -68.325
    500.000      0.008     -0.219     -7.506     -8.540    109.492    -85.356     67.520
    500.000      0.008     -5.306     -3.587    -14.970    -67.354    -11.081   -148.348
    500.000      0.008      0.355     -0.263      2.545   -167.262     27.191   -274.202
    500.000      0.008      2.765      5.367     -3.820    288.288    290.051    -44.636
    500.000      0.008     -0.143      0.961      1.264    -89.209     -1.295    112.632
    500.000      0.008     40.803      5.355     20.545    169.338   -246.032    118.566
    500.000      0.008     -1.713      0.759     -0.555    132.077    247.715   -160.877
    500.000      0.008      1.100     -0.980      0.277   -145.374     80.049    328.060
    500.000      0.008     -2.051    -11.162     -9.939    117.714     53.920    -20.780
    500.000      0.008     -0.720     -1.273     -3.710    -95.775    -62.750   -314.725
    500.000      0.008    -28.394     -9.217     -2.845     33.246     36.715    -66.614
    500.000      0.008     -4.417     -1.433     11.694    205.403    309.124    -12.576
    500.000      0.008     -1.253     -2.118      2.566   -206.455   -133.593   -123.879
    500.000      0.008      9.795      2.025      4.333   -212.498   -174.105    -37.883
    500.000      0.008    -17.794    -13.482      1.421   -121.502    288.225   -135.686
    500.000      0.008      6.439     -1.068      0.278   -207.256    -10.422    -37.137
    500.000      0.008     14.184      5.863     -9.102   -135.321   -162.262    -73.503
    500.000      0.008     -6.116     16.794     16.929     77.823    -99.526   -118.500
    500.000      0.008      0.285     -6.674     -9.791     -8.137     74.221     77.750
    500.000      0.008      2.083     -1.647     -1.179    -73.441   -425.196   -376.098
    500.000      0.008      1.490      3.278     13.322      0.841     52.880    101.187
    500.000      0.008      9.472      8.675     20.145    -43.632     -5.354    140.389
    500.000      0.008    -26.455    -23.905    -32.086    -72.276    -96.521    -74.620
    500.000      0.008      8.516     19.399      9.769     -4.401    190.241     34.373
    500.000      0.008     17.765     16.910     -6.910     50.155     50.887   -180.958
    500.000      0.008     12.561     11.544    -18.041   -128.501   -218.737     32.942
    500.000      0.008     18.041    -53.288     47.761    -59.092    -67.178     23.217
    500.000      0.008     -6.851      2.719     -3.470    178.563     32.368     69.516
    500.000      0.008      8.284      8.387      7.708     83.078     34.575    116.454
    500.000      0.008      0.217      1.515      0.926    336.138    137.076    -75.178
    500.000      0.008      0.382      3.762      6.418   -172.613    130.541   -115.998
    500.000      0.008      9.048      2.270     -9.200    131.152    -49.137    197.648
    500.000      0.008      2.698     -0.185     -1.564   -170.387   -196.935     74.480
    500.000      0.008      1.138     -2.752     -2.483   -276.435   -326.728   -320.962
    500.000      0.008     -0.470     -1.239      0.974     62.694     95.761    -33.842
    500.000      0.008     -1.767     -4.556     -0.470    -41.257    -43.547   -151.338
    500.000      0.008     13.631     25.786     -3.354     -0.854   -222.578    -60.710
    500.000      0.008     57.191     -8.474     35.966    -53.091    -92.384      6.677
    500.000      0.008      3.186     10.618     20.928    -92.996    -33.199    -14.703
    500.000      0.008     47.231    -40.673     28.796     -5.850   -197.385     20.060
    500.000      0.008     17.758    -17.580     -3.943   -121.642      7.973     -1.029
    500.000      0.008    -12.866    -17.273    -25.489    -18.529   -147.479    140.799
    500.000      0.008     -2.150    -11.882     -7.349    -93.222    132.364     76.191
    500.000      0.008      0.699     -4.149     -4.093   -140.146   -275.270   -139.533
    500.000      0.008      8.895    -26.947      3.806    -63.999     67.475    -37.728
    500.000      0.008    -20.880      0.148    -11.156    159.321     77.391    148.300
    500.000      0.008     -6.831     -2.840     -3.767   -149.768    -10.118   -110.441
    500.000      0.008     -8.061     -5.256     -5.134   -213.881    244.962   -244.015
    500.000      0.008     -1.161     -0.757     -3.153    -29.534   -459.327    245.851
    500.000      0.008    -10.070     14.486    -14.354    -75.451     79.869   -108.942
    500.000      0.008     10.812      0.792      7.446   -181.364    -26.148     72.698
    500.000      0.008      1.219     -0.428      1.096    375.888     84.458    137.105
    500.000      0.008    -14.645      9.023    -22.328     18.209    226.419   -156.609
    500.000      0.008    -21.264     14.901    -28.495     24.706    108.141   -144.494
    500.000      0.008     -2.263     -0.954     15.557    -66.540    -37.491     37.660
    500.000      0.008     -1.265     -1.040     -2.451    117.783    -46.870     26.173
    500.000      0.008     57.998    -48.437     12.298    -44.852    -13.230     -6.917
    500.000      0.008      0.017     -4.448      0.138    170.516     17.262    340.689
    500.000      0.008     28.992     30.564    -10.961     23.757    -73.550     79.403
    500.000      0.008     13.740    -21.781     -4.231    -81.855    -69.087     -7.467
    500.000      0.008      5.537      4.748      1.146    -89.631   -163.548    386.414
    500.000      0.008     22.970     17.727    -32.397     92.590     51.242    -82.425
    500.000      0.008      2.618     -2.376     -3.175    104.117   -250.930   -192.108
    500.000      0.008     10.061     14.265      3.353    270.125     45.782   -147.495
    500.000      0.008     61.111     31.287     23.499    -43.917    -77.996     44.748
    500.000      0.008     -1.902     -1.238     -3.037   -127.452    -32.128   -333.629
    500.000      0.008     -0.197      1.164     -0.382     -9.296    -62.983      7.989
    500.000      0.008    -12.860      2.519    -23.734     31.280    321.707     46.916
    500.000      0.008     -0.295     -0.119     -2.200   -130.419   -196.529   -285.651
    500.000      0.008     -1.036    -10.532     -6.408    -23.185     54.570     51.737
    500.000      0.008      1.184      2.430     -2.343    125.958     78.509    125.168
    500.000      0.008     20.267     -3.197      6.316    157.054     -6.959    112.972
    500.000      0.008     -3.920     -3.299      1.655    168.507    -38.624   -280.160
    500.000      0.008     14.568     21.747     -0.449     14.137     99.889   -123.368
    500.000      0.008    -14.392    -10.460     -1.857    -71.602    -36.873    -12.614
    500.000      0.008      6.892     -0.822      6.204     72.139     30.516     83.490
    500.000      0.008      1.821     -1.953     -3.799   -166.913    188.272    335.664
    500.000      0.008     28.415    -36.956     59.928     -9.762    -98.943    106.461
    500.000      0.008      2.345     -0.953      4.447    -76.632     35.103   -115.399
    500.000      0.008      5.519     -0.452      3.769    302.257   -100.758    154.426
    500.000      0.008      1.550      1.021      1.777   -210.019   -125.987     49.015
    500.000      0.008      0.823     -1.303      1.752    -28.692    -90.838    485.216
    500.000      0.008     -3.361     16.365     -1.697     65.434    -88.939    -31.821
    500.000      0.008     -2.666     -6.244      4.565    -42.917    323.589   -372.541
    500.000      0.008     -5.033    -12.413     21.836   -110.750    -28.116    -13.622
    500.000      0.008     -3.656      5.294      7.915     85.707    111.419     33.921
    500.000      0.008      0.348      4.495      2.607    116.901    -65.619    -95.031
    500.000      0.008     -1.438      4.977     13.291     29.320    -27.585    -46.699
    500.000      0.008     -1.443      1.984     -2.849    364.630    124.037     85.294
    500.000      0.008      2.330      0.645      0.250   -452.571    -86.491   -211.676
    500.000      0.008     38.271    -14.944     26.825    104.840   -258.720    122.141
    500.000      0.008     -0.880     -1.965     -2.077    -86.892    175.720    275.163
    500.000      0.008     30.617      7.879      8.144    169.144   -157.779    292.826
    500.000      0.008      3.720      8.280     -0.723   -102.328   -154.597    -30.512
    500.000      0.008      1.296      3.356     -1.639     60.824    -76.979    -93.074
    500.000      0.008      2.313    -50.207     16.441   -131.034     15.565    -99.778
    500.000      0.008      1.208      5.578      1.582    -18.725    180.337   -133.980
    500.000      0.008     -0.407     -1.998     -2.321     -1.437   -191.943    -50.172
    500.000      0.008      4.105      1.172      0.786    102.233     -4.368     76.958
    500.000      0.008     10.958      1.160     -8.897    -49.661    -10.400     79.381
    500.000      0.008      0.124     -1.809     -4.641   -106.574   -239.943    -49.563
    500.000      0.008     -2.528     -4.384    -12.155     10.626   -102.206   -312.779
    500.000      0.008    -16.766     -3.506     -4.651    -16.382   -154.001    -75.440
    500.000      0.008     -2.017     -1.277     -0.601    -55.786    143.924   -188.677
    500.000      0.008     -2.342     -3.992      2.813   -268.902   -103.088     38.288
    500.000      0.008     -2.054     -0.103     -1.131    -28.665     -1.739   -290.576
    500.000      0.008    -11.854     14.486    -13.951    119.684    323.711     70.624
    500.000      0.008      0.181     -0.366      1.656   -321.767      7.459    278.778
    500.000      0.008      5.280      3.260     10.134   -153.331   -157.420   -282.940
    500.000      0.008      4.088     -2.931      4.497     22.857     92.214     48.874
    500.000      0.008    -23.254     38.101    -17.919    299.537      3.118    145.869
    500.000      0.008      6.360     -3.946     10.297   -148.846    -77.321   -226.627
    500.000      0.008      0.197      1.375      0.529    325.650    -33.630    -72.148
    500.000      0.008     14.503     37.372    -19.677    126.468     84.410     32.992
    500.000      0.008      4.456      5.645     20.765    138.033    167.241   -101.252
    500.000      0.008      4.658     -1.843      0.990   -353.769    -93.570   -151.271
    500.000      0.008      4.942      4.553     -0.987    132.258   -235.973    232.842
    500.000      0.008     -2.334     10.552     -1.392     -8.645    -45.294    -27.453
    500.000      0.008      0.062     -0.499      2.397     33.184      2.737     67.081
    500.000      0.008     -0.700     -2.345     -1.413    -21.229     43.498   -186.629
    500.000      0.008     -7.781      0.778     -2.281   -287.889    118.345     -2.212
    500.000      0.008      2.477      2.896     -1.348    254.260    276.582    341.966
    500.000      0.008     17.259     14.768      0.266    121.133     47.428     62.171
    500.000      0.008      1.557      0.348      0.462   -174.407    -90.656    -53.783
    500.000      0.008     -1.643     -2.453     -2.527    -72.366    215.246   -278.597
    500.000      0.008      1.848     -0.141      0.697    136.640     59.385     86.144
    500.000      0.008     -0.277     -1.155     10.709     17.473     52.124   -294.651
    500.000      0.008      3.746     -1.134      0.383    -83.857   -408.506    185.880
    500.000      0.008      0.469      3.947     -1.972    -44.565   -308.514    -19.096
    500.000      0.008     -1.611      2.894      0.751    280.057    -55.586    -99.388
    500.000      0.008     -2.025      0.038     -2.140   -124.571      8.043    216.638
    500.000      0.008      1.157      0.760      1.630     20.282     28.692    104.573
    500.000      0.008      4.090     -1.486      0.964      9.451   -139.052    -37.111
    500.000      0.008     -5.339      2.154     -4.516    309.637    -12.420    229.793
    500.000      0.008     11.558     37.664    -18.530     91.090    114.981     27.084
    500.000      0.008     -7.842     -3.883     -9.366     -0.152    291.062   -334.115
    500.000      0.008      1.081     -0.603      0.841    -43.789      2.180   -130.248
    500.000      0.008    -10.297      4.556    -10.884    131.186     -2.151   -101.724
    500.000      0.008      0.006      0.601      1.410     34.608    -41.621    -72.292
    500.000      0.008     18.236      5.692      9.817    240.348   -283.023    258.815
    500.000      0.008      6.108     11.980      8.851     13.446     46.655     19.809
    500.000      0.008      0.498      0.398      1.206   -189.146    201.730    300.281
    500.000      0.008      5.429     10.881     10.318     41.748   -176.061   -134.430
    500.000      0.008      0.472     -8.429      6.630    -42.711     54.367   -150.726
    500.000      0.008      0.781      3.652      4.964    134.065    -30.363    175.026
    500.000      0.008      0.043     -1.682     -0.490    -92.445    -75.463   -212.204
    500.000      0.008     -2.381     -2.177      6.759    -66.053    281.107     25.521
    500.000      0.008      0.139      1.621      3.802    -21.358    287.112    332.174
    500.000      0.008     10.194    -46.599      8.879   -127.315    168.015    -98.756
    500.000      0.008     -2.931     41.214    -36.746      2.920     84.688    -76.497
    500.000      0.008     -1.620      2.773     -2.361   -127.294    133.432   -233.715
    500.000      0.008     13.076      5.007     10.115   -156.967   -128.125   -214.612
    500.000      0.008      0.204      1.422      4.043    206.095    380.846     55.775
    500.000      0.008     -4.747      2.372     -7.182     95.254    -28.353   -349.075
    500.000      0.008     11.726     -8.524     -9.450   -124.700     74.889    132.508
    500.000      0.008     -2.348     -5.351    -15.526     84.418    -87.512   -107.297
    500.000      0.008     15.315     39.277    -11.475     76.323     15.957    117.046
    500.000      0.008     -8.319      3.837      2.227    -78.127     80.895   -119.541
    500.000      0.008    -14.382    -18.590    -11.928     26.275   -105.659    228.433
    500.000      0.008      7.916     -0.673     18.345     15.404    147.550    106.098
    500.000      0.008      8.760    -44.107     34.408   -113.532     25.635    -91.759
    500.000      0.008     13.035     10.330     16.226     97.550    152.873     63.040
    500.000      0.008     -3.357     21.181    -36.688     97.259     -4.869     76.393
    500.000      0.008      0.227     -3.116      2.094    -20.910   -182.334    152.787
    500.000      0.008     -3.455     -8.901     -5.149    249.157   -149.998    114.895
    500.000      0.008     -0.416     -6.559    -11.481     32.614   -210.812   -235.569
    500.000      0.008      1.965     -1.563     -3.744    235.974     19.410    313.024
    500.000      0.008      1.081     -0.842     -1.055   -238.039    193.157    276.465
    500.000      0.008      0.858     -2.468      2.337     82.922    -85.241    148.877
