#         t          m          x          y          z         vx         vy         vz
    425.000      0.008     -1.652      0.344     -4.084    104.482    -26.790    -35.941
    425.000      0.008      5.508     11.054     -8.480     85.880    -64.814     90.870
    425.000      0.008     24.452     10.534      7.912    -87.315    241.877    186.521
    425.000      0.008     -0.584      0.054     -2.381    -68.594    291.599    -42.606
    425.000      0.008     -3.717      2.740     -1.075     -5.734     75.982   -126.559
    425.000      0.008      0.388      0.756      1.730     22.428    191.141     43.345
    425.000      0.008    -30.224    -12.694     -4.971   -250.070     29.469   -142.673
    425.000      0.008      0.672     -0.019     -1.077   -165.540    199.639     16.971
    425.000      0.008     10.088      0.730     22.524    -38.426     88.949     -6.140
    425.000      0.008      1.762      4.887     -5.115    114.875    166.005    -12.918
    425.000      0.008      0.670     -0.515     -0.890     26.065    102.435    444.851
    425.000      0.008      0.104     -0.857     -0.018   -281.476    142.528     25.702
    425.000      0.008     27.585     31.682     25.313    -25.090    290.766   -104.696
    425.000      0.008     -1.700     -0.109     -2.073    -23.493     19.841   -135.513
    425.000      0.008      0.402     -0.324     -0.491     60.027    -69.295    100.464
    425.000      0.008      0.948     -0.387     -0.359      1.391   -111.963     12.582
    425.000      0.008     15.754    -24.256     24.578    -60.580    -59.166     51.443
    425.000      0.008    -14.095     -5.402    -10.663     24.928     55.358    -79.641
    425.000      0.008     -0.827     -0.706     -3.206    107.632     46.250     -1.955
    425.000      0.008      4.611      6.452     13.104   -134.218     63.740     -2.621
    425.000      0.008     -0.889     -0.327     -1.933     -1.233    320.403     -0.905
    425.000      0.008     -0.438      0.246     -1.308     43.321    113.732    147.808
    425.000      0.008     -3.513     -1.869     -4.069    106.200    202.006   -101.438
    425.000      0.008     -6.366     15.877     -8.458     20.930    108.047     86.412
    425.000      0.008      1.729     -0.119     -1.132   -120.309     73.959    195.428
    425.000      0.008      9.773     -1.247     11.866    -91.458     13.357    -10.945
    425.000      0.008    -25.082     -1.556    -15.850    -90.158    102.630    -98.004
    425.000      0.008      0.895      0.355     -0.425    293.697    114.796    206.400
    425.000      0.008      4.265      1.327      0.218    -82.903    -43.123    113.588
    425.000      0.008      0.226     -0.415     -0.651    118.061    267.993    -20.923
    425.000      0.008    -16.327      2.181    -26.041    -12.444    180.678    -27.282
    425.000      0.008      0.880     -0.901      0.283    126.116     69.890    171.437
    425.000      0.008     -8.099      1.251     -7.331    124.463    126.411    -47.337
    425.000      0.008     -0.346      0.991     -1.632    167.709    -15.996    139.531
    425.000      0.008      0.850      0.968     -2.311     56.218    -50.279    -96.635
    425.000      0.008    -31.777     -2.316    -13.079   -149.753     76.083    -99.421
    425.000      0.008     11.468      2.026      8.387      6.070    -99.691     42.481
    425.000      0.008     -0.283     -2.413      1.911   -263.122    -28.934     31.640
    425.000      0.008     15.768     10.605     11.122     86.041    -17.690     85.370
    425.000      0.008    -21.813      4.016     -7.961    -21.062     59.828     12.210
    425.000      0.008     -2.267      1.071     -4.133     36.325     82.208    -74.218
    425.000      0.008    -28.401    -26.771      7.639   -186.805    -66.582    -78.969
    425.000      0.008     -0.123     -0.753     -1.822   -180.103     -5.805   -121.775
    425.000      0.008      8.562      5.126      4.863    112.317    -46.401     87.523
    425.000      0.008      1.527      0.320     -0.235     11.536   -209.519    166.739
    425.000      0.008      3.398     -5.275      8.009   -137.757   -111.607     19.039
    425.000      0.008     12.221     13.584     22.902    -10.400     92.498    100.822
    425.000      0.008     20.247     10.064     16.238     44.557     -1.711    182.435
    425.000      0.008     -1.065      8.700     -4.113    129.350     -2.013    114.142
    425.000      0.008      1.343      0.047      0.389    124.615    -66.361     -7.036
    425.000      0.008      0.401      0.197     -1.721    232.673     22.322    171.407
    425.000      0.008      1.306      0.885      1.110    -95.387   -121.721   -114.496
    425.000      0.008     22.516    -12.857     27.233    -21.938      1.947     99.936
    425.000      0.008      3.457     -2.383      0.927   -233.938     55.475    -12.436
    425.000      0.008    -19.791    -25.038      9.218   -260.733   -100.496    -67.479
    425.000      0.008      1.233      1.558     -0.348     47.768    188.932    -52.896
    425.000      0.008    -11.242     17.639     -5.388     33.872     18.686     13.033
    425.000      0.008      9.802      5.932      4.232    100.606    -29.130     73.285
    425.000      0.008    -24.711     -3.518    -36.372     -9.073    111.795    -15.886
    425.000      0.008      1.185     -0.292     -0.571    217.904   -301.560    125.372
    425.000      0.008      3.918      0.925     -4.964     12.677     -4.618    113.018
    425.000      0.008      1.138     -0.187     -0.628   -140.262   -163.565     54.725
    425.000      0.008      8.609     -1.941      4.536     -7.800    -99.400     55.616
    425.000      0.008      0.278     -9.687      7.544      8.302   -227.142     65.601
    425.000      0.008     28.396     24.613     21.840    172.319    189.453    107.498
    425.000      0.008     -3.245      3.967     -1.622    174.553    123.011    -71.437
    425.000      0.008     31.763     28.697     31.049    -54.313    225.928    -54.577
    425.000      0.008     26.468     28.952     20.364    142.593     77.721   -117.613
    425.000      0.008      2.639      0.307     -0.598    218.057     91.584    103.523
    425.000      0.008      0.667    -35.100     -0.479   -330.506    -67.856   -119.225
    425.000      0.008    -13.590    -15.695     11.147    -65.117     -3.504   -134.612
    425.000      0.008      2.206      2.665     -9.388     67.030     31.434     12.433
    425.000      0.008     -1.764     -1.403     -0.102   -111.739     32.429     58.026
    425.000      0.008    -19.506    -27.154     -6.659   -320.798     32.050   -113.130
    425.000      0.008    -21.133    -10.918     -3.509   -130.099    114.543    -43.291
    425.000      0.008    -18.572    -18.758     -3.519    -57.364     66.199    -79.251
    425.000      0.008     -6.923     -0.212    -10.737    137.581     18.185    -44.183
    425.000      0.008      0.381     -4.178      0.647    -70.427   -200.946     52.254
    425.000      0.008      1.244     -6.768      4.752    -74.860     68.732    -31.522
    425.000      0.008      1.727     -3.640      0.296   -115.200     52.050   -111.192
    425.000      0.008     30.748     29.405     15.240    173.800     14.931   -151.289
    425.000      0.008    -38.663    -17.942    -12.483   -236.848     -1.573   -155.453
    425.000      0.008      3.477      6.279     -0.107    113.965     47.562    177.185
    425.000      0.008    -31.444    -17.404    -10.219   -273.697    -30.795   -145.513
    425.000      0.008      1.952     -1.213     -0.935   -126.864   -229.030    125.727
    425.000      0.008     -0.077     -9.349      1.395     57.149     16.268     56.636
    425.000      0.008      6.261      3.449     13.033    -74.164     -9.556     27.859
    425.000      0.008     -7.042     -2.172      0.885    -63.732     84.856    -58.931
    425.000      0.008     -1.840     -8.523      3.051    -97.299    147.121   -180.697
    425.000      0.008     -1.366      2.463     -2.217    -24.694    -46.737    -34.241
    425.000      0.008     -9.774     16.936     -6.575     55.099     36.479     14.128
    425.000      0.008    -19.076    -26.224    -13.383   -266.896     45.623    -94.529
    425.000      0.008     -0.135     -0.399     -1.054     95.955    -27.958     78.383
    425.000      0.008     -0.218      0.124     -0.410    -31.985     94.525   -245.735
    425.000      0.008     -4.849      3.039    -11.397    128.121     52.501      2.349
    425.000      0.008    -22.221     -1.433     -9.820    -75.515    155.267    -32.980
    425.000      0.008     29.998     30.258     17.754    126.457      9.080   -180.021
    425.000      0.008     14.568     20.321      9.530    148.423    -92.229     62.735
    425.000      0.008      2.726     14.736      6.468    112.771    -84.105     26.466
    425.000      0.008      5.498     -6.610      2.730   -170.536     11.063    -72.141
    425.000      0.008      2.200     -2.870      0.335     50.832     67.441    -81.644
    425.000      0.008     -6.992      1.711     -9.698    131.651     63.740    -21.262
    425.000      0.008      3.174     -2.240      3.161     -6.987   -143.338     44.568
    425.000      0.008      1.183     -0.086     -0.804   -112.541    -92.234   -167.891
    425.000      0.008      9.275     -3.432     10.065   -119.847    -10.409      8.080
    425.000      0.008     -0.881     -1.147     -1.644     38.891    -68.924    -39.453
    425.000      0.008      0.025     -0.624     -0.944     63.311    119.044     20.126
    425.000      0.008    -31.541     -7.308    -11.825   -131.768     60.501   -100.589
    425.000      0.008     -8.358     18.237    -29.744    -41.721    106.365    -25.072
    425.000      0.008     -7.356      6.691     14.822    -81.263     38.685   -166.847
    425.000      0.008     18.831     26.076    -19.462     50.776     39.669    131.747
    425.000      0.008     14.963     32.535    -13.736     96.736     23.959    117.410
    425.000      0.008      4.500      0.895      1.311    104.986    -95.868    157.842
    425.000      0.008     24.019    -14.978     28.920    -23.887    -11.670     93.097
    425.000      0.008     17.648     12.764      7.617    -39.349    104.791    258.927
    425.000      0.008      1.008     -0.117     -0.913    -41.618     99.602   -173.253
    425.000      0.008     -6.623     -3.166     -0.861    -79.876    147.598   -113.931
    425.000      0.008    -32.337     -4.572     -6.651   -146.312     42.133    -63.187
    425.000      0.008     -1.086      0.755     -0.902     29.436    126.609    -17.250
    425.000      0.008     -4.263     -7.303     -3.995      9.309   -147.421   -124.095
    425.000      0.008      3.262     -2.341      2.537   -130.334    -44.738    117.826
    425.000      0.008      2.211      0.926     -1.084    156.406   -118.328    -99.757
    425.000      0.008     -1.607      1.008      0.266   -113.540    -22.191    -72.172
    425.000      0.008    -14.193    -11.215     -8.098      1.275     47.589   -151.965
    425.000      0.008      1.379     -0.756     -0.742    238.485   -196.439    145.754
    425.000      0.008     27.134     21.256     17.674    250.608    223.826   -137.496
    425.000      0.008     -3.813     -1.001     -2.580     67.835    115.429    -86.430
    425.000      0.008      1.726     -0.105      0.051   -249.509    -26.676   -118.043
    425.000      0.008     -8.960     -1.206     -6.231    142.480     88.948    -54.868
    425.000      0.008     23.720     28.869     14.316     36.824     17.992     56.835
    425.000      0.008      1.448      0.296      0.372    -22.515    -94.839     11.195
    425.000      0.008      1.362     -0.757      0.889   -244.228    -60.254    -11.622
    425.000      0.008      1.374      0.093     -0.659    -79.721    190.478    -59.968
    425.000      0.008      4.258     -0.497      5.851    -67.048    -46.510    182.354
    425.000      0.008     -0.525      0.517     -2.623   -124.019      8.670    -96.317
    425.000      0.008     -4.253     -0.572     -3.579    -22.591    154.512   -170.554
    425.000      0.008    -18.205      4.298    -10.366     10.882     40.111    -63.589
    425.000      0.008     16.341     27.215    -18.559     17.343     60.730     83.733
    425.000      0.008      0.249     -0.548      4.046    -63.165    -35.480     25.815
    425.000      0.008     11.321     -4.821     18.054    -88.729     82.386   -104.877
    425.000      0.008      1.796     -1.750      1.401    -73.101   -183.279     83.611
    425.000      0.008     -1.617      2.212     -2.807     39.765    211.138    -72.485
    425.000      0.008    -22.884      3.050    -20.226    -79.468    112.437    -29.304
    425.000      0.008    -26.029     -5.689    -10.723   -112.564     88.894   -103.813
    425.000      0.008      4.379     -1.290      9.099   -108.088   -103.759      8.360
    425.000      0.008    -28.034    -22.799      4.241   -292.982    -58.552    -79.358
    425.000      0.008      1.773      0.354     -0.944      6.438   -165.663     36.224
    425.000      0.008      1.050      0.133     -0.955    -64.143   -112.421    262.145
    425.000      0.008     -1.329     -3.203     -0.790    -60.543    -60.090   -184.537
    425.000      0.008      0.827     -0.441     -0.957    110.961   -226.395    155.274
    425.000      0.008     24.947     23.397     19.121    266.576     77.134    -39.569
    425.000      0.008      2.546      0.205      0.169   -116.397    -15.224     61.424
    425.000      0.008      0.870     -0.319      0.476    -83.101     15.340    121.310
    425.000      0.008      1.744     -0.973      0.682   -196.687    -84.501    237.819
    425.000      0.008     -0.824      0.745     -1.659    -49.710    -48.952    -80.386
    425.000      0.008     -0.664     -0.124     -0.541   -242.063    336.032    -21.753
    425.000      0.008      3.503      0.627     -0.653     89.597   -120.254     59.477
    425.000      0.008      0.931     -0.571     -1.021    -76.948   -235.631    -65.374
    425.000      0.008      5.756      2.624     -0.946     68.517    -91.600    157.645
    425.000      0.008      5.233      7.100      2.041    153.001    -29.324    112.716
    425.000      0.008      2.116      0.506     -1.055    -16.746   -126.837    126.371
    425.000      0.008      2.345     -1.396      0.351   -152.821    -69.069     -6.100
    425.000      0.008    -27.749     -3.177    -16.178   -151.748     56.834    -37.401
    425.000      0.008     36.645     33.234     14.023    -88.380     -8.189    -58.884
    425.000      0.008    -12.367    -14.314    -14.395   -226.292    117.078   -139.928
    425.000      0.008    -22.866    -18.118     -2.612   -152.844     66.481   -120.913
    425.000      0.008     -0.173      0.880     -4.457    224.318     -4.607    224.088
    425.000      0.008     -2.596      2.544     -1.578     97.746   -105.733     25.836
    425.000      0.008     26.254     25.580     10.561    243.364     29.633    103.834
    425.000      0.008      6.195     -3.182      4.132   -113.304    -50.800    -21.166
    425.000      0.008     -3.903     13.137    -46.201     10.916    121.691    -26.138
    425.000      0.008      0.389      0.603     -0.971    150.957    -27.254    134.454
    425.000      0.008    -24.223     -2.999     -5.241    -29.292     40.457    -76.148
    425.000      0.008     -2.084      0.476     -1.717    -39.573     45.252   -133.293
    425.000      0.008      7.800      3.383      0.222    -14.322    -91.248    173.192
    425.000      0.008      0.259     -0.105     -1.951    -94.394    -41.702    -27.065
    425.000      0.008      2.075      0.845     -3.526    192.051    -24.080    272.080
    425.000      0.008     -0.702      0.169     -1.126   -119.650      4.938   -133.180
    425.000      0.008      1.755     -0.960      0.312   -195.766    -86.358    -75.764
    425.000      0.008     17.038     23.313    -23.781     50.977     25.926     96.522
    425.000      0.008     -3.996     -5.088     -0.683    -58.189     12.877    -43.505
    425.000      0.008      2.414     -7.796     -3.297    100.357    -60.026     20.377
    425.000      0.008     -3.745     -3.755      0.623    -60.605     83.639    -20.017
    425.000      0.008     11.919     -2.284     11.282    -63.087    -30.137     85.123
    425.000      0.008      1.508      2.074     -4.267     61.979     60.483    110.984
    425.000      0.008     -0.361    -11.898     24.683   -330.095   -216.627     40.901
    425.000      0.008      7.540     -1.370     11.081    -45.678    -84.919     53.498
    425.000      0.008     -0.120     -1.199     -2.255   -100.945    -99.377   -114.445
    425.000      0.008     17.362     20.868     16.264     66.598    202.709    -32.323
    425.000      0.008      1.184     -0.155     -1.106    162.977   -108.589    229.741
    425.000      0.008    -25.485     -0.414    -11.208    -66.046     53.943    -14.376
    425.000      0.008    -15.261    -13.168     -2.369     -8.080     38.151   -160.520
    425.000      0.008      0.532     -0.492      0.596     17.673    125.856   -131.536
    425.000      0.008      0.237      0.575      1.623    -47.996    -35.490    118.026
    425.000      0.008     31.634     20.831     14.774   -264.481    363.606    216.267
    425.000      0.008    -15.102    -21.441     -1.325    -84.436     42.331   -106.278
    425.000      0.008    -20.721     -1.432     -9.294     -9.850     82.462    -56.151
    425.000      0.008     10.028      1.222      9.658    -64.018    -31.609    -56.842
    425.000      0.008      1.687      0.565      0.341   -155.128   -104.008     81.681
    425.000      0.008      1.723     -2.002      1.600   -174.558    118.355    -31.804
    425.000      0.008      0.223      0.309     -1.628    -58.172   -139.208    -25.480
    425.000      0.008    -32.737     -8.543    -12.663   -172.745     69.618   -109.910
    425.000      0.008    -30.449    -25.729    -12.521   -222.426     -2.910   -106.722
    425.000      0.008     -3.124      0.529     -2.330      0.328     74.039    -16.039
    425.000      0.008    -10.467     10.816     -7.089     34.037    149.384    -26.853
    425.000      0.008    -17.272    -42.238     -4.667   -247.196    -53.527   -131.894
    425.000      0.008      7.391      1.274      3.086   -115.002      9.035   -168.333
    425.000      0.008      2.725      7.180     -0.215    163.350      1.819      5.225
    425.000      0.008    -28.390    -13.218     -5.826   -202.418     81.455   -105.131
    425.000      0.008      2.348      1.760     -3.678     57.695   -113.048    127.622
    425.000      0.008     -0.125      0.657     -1.586    327.772    167.789     15.623
    425.000      0.008      3.400      1.955     -3.775    -61.201     -3.561    123.614
    425.000      0.008      2.409     -0.466      1.534    -28.979   -129.744   -147.747
    425.000      0.008      0.054      0.781     -3.144     86.231    308.582   -236.209
    425.000      0.008     -7.132    -39.733    -15.252   -219.801    -39.920   -130.377
    425.000      0.008     -0.383      0.000     -3.212    314.750     82.976    -52.923
    425.000      0.008     -1.341     -1.517     -0.902    -63.032    140.600     16.699
    425.000      0.008    -27.160     -9.559     -9.266   -132.075     72.593   -103.456
    425.000      0.008     -3.461     -3.496     -0.919    -15.492   -246.451   -121.798
    425.000      0.008     -1.724     -5.246     -0.617    133.155    157.388     -2.027
    425.000      0.008      0.379      0.540     -1.666     56.312    -28.688     75.870
    425.000      0.008      3.480     13.404     -2.762    146.946    -35.174     91.251
    425.000      0.008      1.700     -6.050     -0.103    -39.433    -71.265     34.597
    425.000      0.008      1.710      1.805     -2.412     90.774     11.723    112.900
    425.000      0.008      2.185     -0.435     -1.792    256.449   -228.182    -52.086
    425.000      0.008     -7.766     15.419     -3.701    -25.610    165.306     -3.612
    425.000      0.008     -0.462      0.111     -2.913    -45.499    161.185   -293.284
    425.000      0.008      3.979     10.831     -5.125     94.085     -2.189     90.747
    425.000      0.008      9.114     12.378      3.399    105.938    -27.659     82.110
    425.000      0.008     -0.155     -1.315     -7.185     22.103    -84.456      6.598
    425.000      0.008     -0.280      0.198     -1.416    257.023    149.068     -2.722
    425.000      0.008      3.595      0.736     -0.782    182.388   -143.980    119.509
    425.000      0.008      0.530      1.559     -1.730    154.278     23.854    369.353
    425.000      0.008     35.578     35.225     15.895     32.037     42.215   -118.565
    425.000      0.008     -1.333      0.346     -2.452     23.770     74.457    -55.083
    425.000      0.008     26.642     34.748      6.455    -63.609    -16.189   -197.028
    425.000      0.008     -1.131     -5.832      6.231   -183.529    -49.241    -46.636
    425.000      0.008    -17.388     -7.837     -0.646    -59.742    104.441    -94.534
    425.000      0.008    -29.081    -21.800     -5.362   -134.069     -8.257    -96.694
    425.000      0.008      1.016     -0.231      0.029     55.325   -109.968   -189.784
    425.000      0.008     -1.401      5.874     -2.647    215.772    -65.056     77.267
    425.000      0.008    -17.072    -34.230     -8.326   -289.432    -94.831   -169.696
    425.000      0.008      5.456      2.151      2.762     -2.797    -43.879    234.914
    425.000      0.008      1.681      1.351      0.033     98.409    156.691     56.145
    425.000      0.008      2.391     -1.231      1.933     66.436   -191.771     73.929
    425.000      0.008     13.490    -36.427     21.003    -90.153   -196.199     67.134
    425.000      0.008      3.592      5.525     -4.566    148.113    -56.813    126.571
    425.000      0.008     19.984     15.901      3.814    161.310      5.986    129.332
    425.000      0.008     15.551      5.488     24.070    -36.757    126.376      0.646
    425.000      0.008      3.825     -1.167      0.660   -123.887     20.939     98.341
    425.000      0.008     16.905     13.911     18.060     24.793    170.773   -140.062
    425.000      0.008      0.751      0.331     -1.266     78.245    194.651    -16.507
    425.000      0.008      0.095     -1.501     -0.485   -253.624     58.173   -196.842
    425.000      0.008      3.522      4.159     -0.097     46.618   -240.512    170.117
    425.000      0.008      1.082     -0.203     -1.608   -215.297   -349.339    180.333
    425.000      0.008    -15.605      7.258    -10.350     17.935     69.495    -19.376
    425.000      0.008      1.841     -0.730     -0.495     51.723   -130.107     51.134
    425.000      0.008      5.941     -0.756      2.877    -53.044    -79.671     39.515
    425.000      0.008     27.665     21.836     -3.478    -90.420   -130.369   -152.713
    425.000      0.008     -2.100      3.208     -4.189    173.344     -7.763    183.732
    425.000      0.008     -0.116      0.392     -0.910     40.227    -78.423    244.334
    425.000      0.008     28.268     26.178     12.936    194.327     61.270   -291.178
    425.000      0.008     35.019     28.177     22.455    118.402    115.096     55.372
    425.000      0.008     26.179     27.236     15.974    246.265    110.097    -82.930
    425.000      0.008      1.844     -0.048      1.102     -3.304   -109.954     -3.583
    425.000      0.008    -23.619     -6.555    -12.541   -147.593    119.334   -100.192
    425.000      0.008     26.501     20.121     14.127   -118.084    436.767    286.613
    425.000      0.008      0.516      2.187     -0.993    107.165     35.221     56.301
    425.000      0.008    -19.767    -26.819    -13.915   -323.142    -11.050   -202.762
    425.000      0.008     -1.236    -23.833     11.524   -336.372    -73.498    -37.156
    425.000      0.008      1.388     -1.082     -0.640    -82.759   -105.030     90.873
    425.000      0.008    -31.736     -9.970     -6.894   -195.310     61.530   -127.695
    425.000      0.008      0.045     -0.218     -0.631   -172.950     33.203   -148.654
    425.000      0.008    -19.934    -29.826     -0.332   -347.706    -53.678    -91.830
    425.000      0.008      1.374      1.024     -1.398    168.340   -252.699    132.964
    425.000      0.008     40.596     30.738      9.208      4.010    -74.636    -84.474
    425.000      0.008     17.667      8.350     18.922      4.185     77.744      7.907
    425.000      0.008     -6.802    -24.280      2.776   -315.088    -53.711   -156.733
    425.000      0.008    -15.312     -5.244     -8.495    -60.983    106.934   -150.629
    425.000      0.008     -0.946     -3.921      0.939   -191.022    -57.060    -64.160
    425.000      0.008    -13.110    -15.114     -3.191    -82.428     51.778   -144.659
    425.000      0.008      9.080      7.065      6.435      2.666    -15.271    103.003
    425.000      0.008      0.526     -0.754     -0.763    189.850    -71.138    149.876
    425.000      0.008     12.438      7.449      5.904     66.528   -105.892     73.882
    425.000      0.008     29.849     32.172     20.164    154.959     37.993    -35.994
    425.000      0.008    -21.152    -38.000    -19.464   -189.683     41.849   -111.791
    425.000      0.008     33.517     27.888      3.857    -18.988   -130.297   -134.626
    425.000      0.008      8.381    -36.361      9.179   -113.318    -42.718    -50.230
    425.000      0.008     -0.624      2.735     -3.787     10.903     78.614    -96.563
    425.000      0.008    -38.679    -19.899     -6.461   -227.806      3.966   -102.891
    425.000      0.008     -4.982      0.017      2.922   -144.572      9.012    -59.243
    425.000      0.008     -0.986     12.301     -3.637    136.348    -14.103     52.628
    425.000      0.008      2.372      1.327     -1.511    193.609      1.131    238.838
    425.000      0.008     19.341     12.491      5.460     16.041    -52.392    237.795
    425.000      0.008     14.623      5.742     14.666    -91.781    118.976    168.103
    425.000      0.008      4.505      7.853      1.337     94.837     76.708    119.852
    425.000      0.008     -1.326      1.695     -3.197    169.012    -42.256    127.056
    425.000      0.008      0.925     -0.085     -1.472     53.677    -75.363    107.772
    425.000      0.008      8.181     15.785     -6.996     67.027    -60.276    216.758
    425.000      0.008      2.886     -0.675      2.670   -222.898     21.511    117.263
    425.000      0.008      8.119     11.682     14.313    -37.544    103.356    -60.312
    425.000      0.008      1.132     -0.097     -0.721   -320.524   -218.046     59.936
    425.000      0.008      3.690      0.850     -2.095    207.055    -53.766     61.016
    425.000      0.008      2.470     -2.175     -0.592    -37.524    -78.868    -34.462
    425.000      0.008     28.357     32.340      9.439   -102.815    -43.216    -84.443
    425.000      0.008      1.273      0.423     -1.794     43.957     57.987    199.196
    425.000      0.008      0.105     -0.568     -0.956      2.772   -230.131   -105.060
    425.000      0.008     35.126     21.379      4.717    -58.961   -135.456    -16.527
    425.000      0.008    -12.189     18.210     -4.159     11.471     44.232     50.867
    425.000      0.008      0.285      0.262     -2.221     53.758    223.297    204.379
    425.000      0.008     -1.405      0.915     -2.359    225.785   -115.461     -6.509
    425.000      0.008      0.816     -0.230     -0.452   -195.458    -99.647   -152.094
    425.000      0.008      1.017      1.104     -0.685    174.887    163.029    142.216
    425.000      0.008      1.345     -0.611     -0.775   -320.658   -155.026     75.875
    425.000      0.008      0.358      0.052     -1.027    -63.729    -92.700   -290.310
    425.000      0.008     -0.038      0.694     -1.238    140.090   -275.331     -4.799
    425.000      0.008    -26.544    -17.555    -11.403   -252.778     38.403   -130.641
    425.000      0.008     15.860      4.583      6.101    -50.543    -63.203    191.167
    425.000      0.008      1.960      0.619      0.718   -120.478    -37.239   -152.398
    425.000      0.008      9.110      1.308      9.755    -70.293      1.520    -51.618
    425.000      0.008      0.759      0.348     -0.468   -308.735    -81.741   -149.181
    425.000      0.008      2.165      1.200      0.330   -166.592    -48.886   -103.061
    425.000      0.008     36.385     23.811     22.450    165.735    -21.054     71.244
    425.000      0.008      0.996     -0.318     -0.831   -116.772   -117.204    -47.824
    425.000      0.008    -14.330    -37.502     -0.542   -304.211    -86.715   -117.492
    425.000      0.008      5.660     -4.719      6.471   -128.371    -57.051     26.144
    425.000      0.008      0.799      0.316      0.522   -234.847   -124.256   -174.066
    425.000      0.008      1.425     -3.894      2.645   -122.252     81.914   -136.673
    425.000      0.008      2.360      0.033     -0.097    -25.122    -74.435      1.990
    425.000      0.008      3.852     -1.596      0.617    -42.113    -79.441     28.931
    425.000      0.008     28.441     25.547     20.178   -203.927    392.460      3.854
    425.000      0.008      3.292      4.809     -2.587    132.495     86.590     62.345
    425.000      0.008     23.246     22.310     13.907    232.640    232.690   -150.490
    425.000      0.008      1.379      0.726     -0.511    211.797     40.933    137.552
    425.000      0.008      1.135     -1.000     -0.021   -170.973    -79.448    -72.684
    425.000      0.008    -26.519     -1.911    -24.445   -116.272     90.306    -40.462
    425.000      0.008      0.533      0.198      0.050     16.219    113.862    326.111
    425.000      0.008     11.432     -2.810     11.205    -83.545     -4.326     12.154
    425.000      0.008    -19.450      3.743    -11.710     -7.713     57.035    -83.607
    425.000      0.008     -0.103     -0.228     -0.907     57.134     -3.312    279.192
    425.000      0.008     -1.434     -1.413      3.205   -158.280     -9.886     47.830
    425.000      0.008      0.769      2.824     -2.189    118.471    -10.102     31.760
    425.000      0.008     14.191      2.007     14.534    -22.318    -22.184     79.844
    425.000      0.008    -22.879    -13.089     -7.779   -144.806     95.303   -103.358
    425.000      0.008      2.602      0.517      0.915    -37.621     -7.833    -45.877
    425.000      0.008     16.094      9.615     10.728     78.250    -19.808    167.151
    425.000      0.008     -0.436      0.609     -1.289    147.857     40.620    173.015
    425.000      0.008      0.865     -0.506     -1.298      5.714   -241.030   -159.989
    425.000      0.008      0.127      0.127     -1.350    264.075    -85.073    255.229
