#         t          m          x          y          z         vx         vy         vz
    450.000      0.008     16.562     17.692     25.947    -49.881      6.812     16.848
    450.000      0.008      0.618     -8.255    -10.372    -14.290    -87.973   -103.647
    450.000      0.008     19.660     19.276     19.097     10.505    -17.119     77.821
    450.000      0.008      1.067      0.337      0.783     50.687   -136.831     56.302
    450.000      0.008     -7.587     -9.686      5.093    -19.686    130.169    289.335
    450.000      0.008      8.643      7.227     11.747   -209.648   -110.687    -14.355
    450.000      0.008     -2.709     -1.465     -0.931     74.426    279.165    111.603
    450.000      0.008      3.819     -0.273     -9.100    191.648     22.567   -117.966
    450.000      0.008     18.253     -0.484     10.172   -153.574     -8.328     -3.971
    450.000      0.008    -64.643      9.109    -22.364     73.393    133.742     31.135
    450.000      0.008    -65.958      5.093    -39.915     51.018     74.993     11.964
    450.000      0.008     -0.173      0.290      0.431    388.263    -82.571   -195.957
    450.000      0.008     -2.761     -4.190    -11.118      6.480   -315.460    240.419
    450.000      0.008      4.998    -19.683      5.777     74.175   -157.655     70.749
    450.000      0.008      1.847     -1.515     -4.688    198.594     51.726    -72.886
    450.000      0.008     18.401     11.558     17.543    202.840   -208.565    175.262
    450.000      0.008      1.761    -15.795      1.279    188.969    -39.491    132.292
    450.000      0.008      3.113     -5.578     -3.574    -43.282    -84.339     15.509
    450.000      0.008     -7.090      6.403    -15.268    275.047    257.951      2.296
    450.000      0.008      6.151      6.953     18.780    -70.058    -23.949   -153.031
    450.000      0.008      1.305     -0.198     -3.489   -128.303    -23.272    131.521
    450.000      0.008      0.767      0.893      0.003    159.940     49.036    123.212
    450.000      0.008     -2.230      1.348     -1.380     34.569    -84.005   -236.544
    450.000      0.008      0.321      2.325     -0.161    171.967    234.477    205.752
    450.000      0.008   -104.489    -29.719    -58.130    -66.863     52.195    -57.494
    450.000      0.008     -1.318      3.569      4.218    207.217     75.377   -300.953
    450.000      0.008      0.063     -0.124     -0.047    -74.452    -53.860   -469.643
    450.000      0.008     10.027    -24.133     24.686    -79.383   -164.306     13.858
    450.000      0.008    -94.889     -8.744    -62.945    -47.341     93.332    -31.779
    450.000      0.008      0.128      0.870      1.784    156.213    -84.385   -186.141
    450.000      0.008     -0.911      0.704     -1.146    374.622    125.773   -322.661
    450.000      0.008     -1.111     -0.782     -0.753    110.715    427.335     89.387
    450.000      0.008     -0.225      0.081      0.221     10.513    240.669    102.111
    450.000      0.008      8.353     14.285     -6.649     65.375   -120.485    141.662
    450.000      0.008      0.472     -0.818      0.730   -171.066    141.533    350.693
    450.000      0.008     10.197     -0.306     47.519    -11.121     22.327    114.648
    450.000      0.008      1.979      4.135     -8.840     17.343    -28.739    181.778
    450.000      0.008      1.126      1.514      2.212    -11.859    223.058    217.779
    450.000      0.008    -16.102      7.003    -15.233    284.549     51.169    172.485
    450.000      0.008     -2.424    -11.949      3.802     96.135   -211.300    182.262
    450.000      0.008      4.538      0.190     -5.675    288.507      7.665   -112.164
    450.000      0.008     -0.875     -9.382     -7.891     -6.939     71.868     52.856
    450.000      0.008     -0.443     -0.644     -0.601    -18.047   -373.622   -410.087
    450.000      0.008      7.012      6.664     37.253     -3.028    119.096   -204.745
    450.000      0.008     -1.923     -4.695     -3.157     27.062    215.557    210.887
    450.000      0.008     -5.573     -6.805    -14.433    -17.761   -117.894    139.094
    450.000      0.008      7.792     -7.141     24.174    -75.856    -59.261    -50.867
    450.000      0.008      8.486      2.630     -1.343   -261.259   -151.756    113.808
    450.000      0.008     -0.150     -0.775     -0.639   -113.174   -251.278    -24.049
    450.000      0.008    -63.560    -15.131    -33.692     76.136    103.085    -32.197
    450.000      0.008      0.400      1.699    -14.252    -18.277   -303.213     72.197
    450.000      0.008     -0.676     -1.006      0.844   -230.199   -195.447   -224.332
    450.000      0.008     -0.326      1.274     -1.830    134.840    -31.463    -61.305
    450.000      0.008     -1.107      0.131     -1.104   -102.012    -23.854   -279.129
    450.000      0.008    -87.056     -6.838    -38.673    -53.920    141.166     -8.487
    450.000      0.008      0.590      2.427      0.040    115.808   -210.406    100.834
    450.000      0.008      1.456      0.871      2.590      1.491    -42.704    140.941
    450.000      0.008     13.956    -28.203     -7.363    -62.640    -50.969    -70.493
    450.000      0.008    -43.648     14.483    -23.305    146.359     84.630    123.991
    450.000      0.008     14.281    -18.231   -123.311     60.931     15.437    -69.123
    450.000      0.008      2.016     11.237    -11.936    303.241     38.149    213.988
    450.000      0.008     12.968     18.996     11.059    -39.904   -129.461     10.599
    450.000      0.008      0.368      0.482      0.739    103.705    -36.636    210.577
    450.000      0.008      2.872     10.559    -11.207    262.681     10.245    276.265
    450.000      0.008     -5.246     -3.881      0.087    194.719    156.316    -21.794
    450.000      0.008     11.115      1.622     -2.975     29.527    -16.913    124.697
    450.000      0.008      0.058      2.742      2.527    122.415    161.007   -238.104
    450.000      0.008     -8.985     -9.499      7.608    110.800    125.874    189.487
    450.000      0.008     -0.719      0.432     -2.559      7.954    -53.558     21.608
    450.000      0.008      0.412     -0.068      0.418    -45.617    159.402   -181.450
    450.000      0.008     30.811    -20.214      3.047    114.524   -104.158    -27.213
    450.000      0.008    -80.642    -45.329    -69.743    -42.934     58.214      4.266
    450.000      0.008      0.627      1.105      1.389    137.065   -224.023   -261.377
    450.000      0.008    -72.286    -10.808    -56.948     12.291     91.017     30.615
    450.000      0.008     -0.901      2.178     -0.193    -92.081   -152.493   -152.232
    450.000      0.008     -2.128     -3.243     -0.796     52.178    147.935   -105.402
    450.000      0.008      0.536     -0.304     -0.437     78.786   -161.842   -331.844
    450.000      0.008      0.031      0.438     -1.007      0.026   -181.822      1.326
    450.000      0.008      4.091     26.944     -3.025    -16.583     33.224    -67.685
    450.000      0.008     24.344      6.189     49.489     56.208     33.602    168.405
    450.000      0.008     18.422    -22.863     23.494     24.244   -157.325    105.637
    450.000      0.008      0.547     -5.247     -3.106      9.038    -80.780   -117.841
    450.000      0.008     -2.981     21.722     10.221     -1.712   -118.682    -74.048
    450.000      0.008    -82.972     11.977    -35.073     -3.966    127.022    -14.124
    450.000      0.008     -1.001     -6.515     -5.842    -26.697    150.014    181.849
    450.000      0.008     -7.724     29.706      5.941    -48.899     22.768     34.306
    450.000      0.008    -62.306    -19.654    -36.894     39.048    144.616     15.818
    450.000      0.008     27.164      7.927      8.830    -71.221    -12.484     50.854
    450.000      0.008     19.004     38.717      3.099    -11.174    -82.891    -22.816
    450.000      0.008    -15.165     20.326    -19.380     13.661   -224.655      7.992
    450.000      0.008    -22.812      2.729    -16.563    283.291     43.416    103.368
    450.000      0.008    -18.493      8.203    -18.097    287.518     54.798    120.112
    450.000      0.008     -2.845      7.095    -14.771    274.007    186.296    202.721
    450.000      0.008     -3.546    -24.227    -20.054    -35.094    -82.045     86.611
    450.000      0.008     -0.209      0.251     -0.011     15.531      5.323   -297.587
    450.000      0.008    -36.502     29.354    -13.898     16.051   -122.040    -20.513
    450.000      0.008     -0.723      0.127     -0.112    -47.667    133.424     33.855
    450.000      0.008     -0.140      0.763      0.983    178.829    -12.641     58.638
    450.000      0.008      3.210     -1.512     -2.141     95.399    -35.288   -113.692
    450.000      0.008      1.058      2.375      1.865    131.380    -86.597   -134.983
    450.000      0.008      0.262     -3.257     -5.452    114.908    -15.409     11.806
    450.000      0.008     13.067     22.292      3.966    -17.244   -103.878     64.940
    450.000      0.008      2.380     16.657     -3.140    332.785    -28.638    195.883
    450.000      0.008     21.689     21.073     -5.092     -6.586    -15.634     72.296
    450.000      0.008    -89.560    -29.764    -36.581    -98.991    117.605    -43.316
    450.000      0.008     -2.378     -1.468     -3.688    203.677   -130.075   -120.221
    450.000      0.008     20.933     -2.495     48.694     21.793    -16.340    140.012
    450.000      0.008      0.660     -3.333      1.093    -11.524   -266.129    120.532
    450.000      0.008     -4.823     -9.381     -8.131      9.626     -8.091     15.746
    450.000      0.008    -92.430    -22.335    -40.799    -68.607    124.460    -34.878
    450.000      0.008     12.719     15.379      3.926    -66.361   -151.232     33.614
    450.000      0.008     -4.088     -6.660    -10.920    -36.970    -63.200    -70.796
    450.000      0.008    -51.936    -29.870     -5.700   -162.641    -87.942    -22.218
    450.000      0.008     19.838    -14.700     16.064     67.542   -231.485     65.771
    450.000      0.008      4.139      7.866     -1.213    102.158     16.995   -166.657
    450.000      0.008      2.245     11.716      5.479   -266.211   -189.592   -107.831
    450.000      0.008     16.984     -0.112     28.128     -8.327    -79.122     98.843
    450.000      0.008     -7.393     -1.587      4.436   -240.757     93.374     96.371
    450.000      0.008    -13.409     14.959      0.969     82.351    165.481      6.320
    450.000      0.008     -0.051      1.240     -7.675    109.845    147.116   -232.258
    450.000      0.008     -0.161     -0.853     -1.204    -93.690   -284.527    -60.509
    450.000      0.008      7.059    -12.688      5.078     83.795     92.576     66.865
    450.000      0.008     -8.839     -3.834      0.319    126.248    -11.451   -285.632
    450.000      0.008     16.563      3.635     24.346     39.027    -80.210    285.703
    450.000      0.008    -56.241     -3.479    -37.282     25.553    179.635     46.157
    450.000      0.008     -0.768     -4.016     -1.463    -37.461     53.726     94.392
    450.000      0.008     -0.498     -0.061     -0.289   -323.577    -36.108   -112.232
    450.000      0.008      2.938      8.509     23.905    -34.582    160.442    279.947
    450.000      0.008     -2.082      0.696     -3.624    325.650     29.852    129.586
    450.000      0.008     -4.005      1.701      5.790   -149.732    172.939     85.765
    450.000      0.008     -3.921     -8.333      3.281    -10.822    284.387   -140.646
    450.000      0.008     -1.181    -18.772     12.594      8.962   -121.596    203.048
    450.000      0.008    -23.700    -73.825     69.294    -39.849    -38.165     43.810
    450.000      0.008     18.696      5.898     30.304    -24.227     12.515     96.879
    450.000      0.008    -31.104    -42.654      4.682     19.950    160.284    -63.650
    450.000      0.008     24.143     -8.805     21.738     64.006   -181.166    141.554
    450.000      0.008      0.243      0.774      0.467     35.222   -234.745    100.240
    450.000      0.008    -32.371    -27.797    -22.239    134.134    129.205    -89.286
    450.000      0.008     19.128      7.957     27.855     13.713    -96.757    223.971
    450.000      0.008    -83.512    -38.050    -33.781     53.874      3.233     26.328
    450.000      0.008      6.546    -21.515      3.060    162.983    -60.555     96.212
    450.000      0.008    -20.129    -21.370     37.926    -95.724   -114.823    -19.888
    450.000      0.008     -1.824     -0.434      0.076     52.060    111.531    160.121
    450.000      0.008     16.755    -15.582     -1.149    149.006    -21.497     51.493
    450.000      0.008     11.576     -6.649     37.459    -47.575   -104.368     95.290
    450.000      0.008      5.302     -4.024     -8.162    -75.101     17.304    101.730
    450.000      0.008      0.149      0.692     -1.053    229.551   -130.644   -278.645
    450.000      0.008     -1.148      2.588      0.797     94.282    -39.682     69.404
    450.000      0.008     -1.516     -0.960     -1.971    -76.670    -85.810    -44.645
    450.000      0.008     25.227     27.150     21.167     45.093     11.982     24.194
    450.000      0.008      1.599     -4.007     -2.640    -32.718    130.511      5.119
    450.000      0.008     31.169     -5.045     19.318     60.980    -96.760     37.014
    450.000      0.008    -55.699     11.261    -36.962    100.186     59.552     31.377
    450.000      0.008    -57.156     26.524    -34.452    102.511     40.742     31.162
    450.000      0.008    -53.112     17.375    -14.710    100.085    144.092     56.211
    450.000      0.008     -0.371     -0.073     -0.485   -103.485   -141.027    -36.920
    450.000      0.008      0.126      1.337      0.668    264.255   -110.815    255.415
    450.000      0.008      0.136      1.658      1.473    -94.010    124.002   -153.480
    450.000      0.008     -0.461     -1.244     -4.490    -21.248    -56.200   -109.842
    450.000      0.008     -1.207      2.282     -3.049     52.257   -370.531    209.078
    450.000      0.008     -2.851      6.288    -10.338    -21.213     -7.457     30.474
    450.000      0.008     -3.812     28.015    -10.949    -22.051   -206.424     21.274
    450.000      0.008      3.400     17.104      1.907    340.782    -97.546    170.335
    450.000      0.008     20.137     19.316      9.126    -18.744    -67.901    -81.630
    450.000      0.008    -42.520     30.977    -38.960     46.200     98.634     63.868
    450.000      0.008     -0.693     -0.149     -0.846     32.238    383.305    279.230
    450.000      0.008     -0.410     33.843     -5.530    -71.413    106.395    -61.103
    450.000      0.008     -9.534    -17.232      4.387     35.712     23.237    183.963
    450.000      0.008     -0.615      0.433      0.501     60.312     -2.192   -203.372
    450.000      0.008     10.975      1.455     31.396    -39.030    -43.825    -20.379
    450.000      0.008     -2.336     -1.105     -0.526    150.184    102.698    505.392
    450.000      0.008      1.505      2.651     -6.560     20.571   -219.891     -9.121
    450.000      0.008     20.721      1.824     18.284    -89.897    -35.403    -22.465
    450.000      0.008     -0.842      0.909      1.987     84.532   -132.897    -31.106
    450.000      0.008     19.522     11.815     11.699    -92.176   -115.777   -142.158
    450.000      0.008      1.362    -18.396      6.331     62.918   -191.195    135.995
    450.000      0.008      3.898      0.783     -4.552    118.622     -9.196   -142.451
    450.000      0.008     12.130    -10.411      2.336    247.358    -67.069    146.774
    450.000      0.008     -0.493      0.310      0.323    175.994    -71.299     73.412
    450.000      0.008     -9.543    -19.488      3.151     17.901    -71.587    184.444
    450.000      0.008      9.223      8.810     41.640      2.672     35.590    157.655
    450.000      0.008      0.432      2.011     -2.470     59.012    102.648    -48.809
    450.000      0.008      2.354      4.189      0.027   -300.799   -326.658   -193.809
    450.000      0.008     -2.004     -1.980     -3.495   -164.619   -472.438    142.883
    450.000      0.008     -4.384     -6.626      2.710     -1.771    102.207   -302.800
    450.000      0.008      1.277      1.245      2.742   -432.585   -209.072   -286.076
    450.000      0.008     -0.130     -0.183      0.137   -157.432    246.016    -38.350
    450.000      0.008     15.877      0.093     33.529     83.897     26.387    242.068
    450.000      0.008     -0.565     -0.536     -0.976    303.342   -162.048    -98.922
    450.000      0.008     -7.994     -9.022      0.780     55.942     77.099     19.090
    450.000      0.008    -58.515     -6.126    -43.563     88.255     46.828     34.004
    450.000      0.008     -0.904      1.636      3.157      4.815    -71.116   -133.469
    450.000      0.008    -76.540    -21.849    -40.504     53.475     70.806      2.797
    450.000      0.008     -0.218     -1.038      0.114      8.574   -196.675     97.764
    450.000      0.008     13.573    -14.130     11.515     96.020    123.390     94.399
    450.000      0.008     13.579    -18.180     18.222      4.788   -222.298    156.517
    450.000      0.008     21.736     -4.836      7.294   -100.028    -47.997    -24.700
    450.000      0.008     -2.819      1.211     -2.857    -80.019    -10.752   -357.342
    450.000      0.008     47.845     12.175     17.800     98.183     57.941     73.937
    450.000      0.008      0.000      1.007      1.076    -26.754   -173.014      7.419
    450.000      0.008      0.184      0.337      1.541   -247.196     -9.841    262.882
    450.000      0.008     19.430      7.266     24.803    -35.926     -5.292     31.089
    450.000      0.008    -25.515     28.508    -14.783     24.382   -158.786    -25.257
    450.000      0.008     -6.686     -9.892      0.179    -17.190   -229.502    217.875
    450.000      0.008      6.283      1.515    -10.449    143.064     55.877   -201.192
    450.000      0.008     -1.527     -3.078     -4.466    -34.168     15.952    -33.020
    450.000      0.008      0.503     -0.869      3.086     11.682    223.952    203.161
    450.000      0.008     20.716      2.612     20.048     89.806    -49.970    279.248
    450.000      0.008     -0.085      1.665      1.267   -201.307     20.498   -172.432
    450.000      0.008    -48.831     24.820     -6.914    -29.858   -101.634    -60.956
    450.000      0.008     -5.553     14.803     -9.755    295.171    -11.805    206.046
    450.000      0.008     -6.519     10.292    -12.607    332.444     32.321    177.671
    450.000      0.008     -0.062      0.228      0.951     -7.155    116.163   -195.324
    450.000      0.008     32.791     -3.723     17.997     73.658    -54.603     50.809
    450.000      0.008     -0.495     -0.142     -1.490     85.997    -24.553   -590.980
    450.000      0.008     -1.174      0.168      0.981   -277.078   -152.495    -89.937
    450.000      0.008      0.510     -2.551      0.794   -385.882     -8.936     10.953
    450.000      0.008     -0.979     -0.818     -1.694    184.675    120.566     36.950
    450.000      0.008      1.619      0.388     -3.963    352.918     63.977   -215.497
    450.000      0.008     -0.689      0.496     -0.041    -66.371     49.565    249.580
    450.000      0.008     -0.835      0.693      0.776    -63.257   -104.105    113.139
    450.000      0.008    -11.275     -2.058      6.088     -5.497    246.502    193.644
    450.000      0.008     -0.071     -0.848     -1.084   -180.709    161.974    183.900
    450.000      0.008     -0.244     -0.094      0.395    129.959   -231.346    -83.884
    450.000      0.008     15.696    -16.503     20.765     40.108   -192.664    171.430
    450.000      0.008      1.171     -7.683     -7.345    -17.826    124.318    108.378
    450.000      0.008      0.528     -0.553     -0.667   -188.960    167.503    238.183
    450.000      0.008     -0.388    -28.960     -2.009     11.817   -186.200    -12.738
    450.000      0.008     10.886    -12.758     -3.549    101.209    -73.528    -24.946
    450.000      0.008      1.617      1.039     -4.920    252.497     80.615   -324.954
    450.000      0.008     20.757     -3.586     36.304     32.597    -88.949    176.604
    450.000      0.008    -35.696     14.903    -15.415    204.348     94.394    102.625
    450.000      0.008    -16.175     14.715     12.840     53.020    106.009     38.190
    450.000      0.008     16.014     -0.072     10.267   -173.694    -16.342    -12.336
    450.000      0.008     -0.432     -0.042     -2.526      4.407    -76.215    -87.820
    450.000      0.008     25.809     10.387     13.997    -33.749     -7.809     42.995
    450.000      0.008     -0.689     -1.029      0.895      1.488     21.373    -65.993
    450.000      0.008     -0.412      0.647      4.428     25.380     48.072   -271.571
    450.000      0.008      6.129     -0.088      4.289   -113.956   -105.313    -50.083
    450.000      0.008      4.827      6.405      4.131   -230.473   -249.581     27.374
    450.000      0.008      0.058      1.308      4.094     42.644     14.758    127.998
    450.000      0.008      2.014     -8.345      1.984     60.640    144.817    196.555
    450.000      0.008     -1.816     -0.112     -0.379    -59.940     39.115   -350.279
    450.000      0.008     40.691      9.756     31.867    110.084      5.012    107.116
    450.000      0.008      0.015     -2.953     -3.770    -23.256     89.361     -4.915
    450.000      0.008      1.515     -1.780     -1.466      8.455   -113.709    -11.792
    450.000      0.008      0.177      0.225      0.817   -118.339     68.416    284.581
    450.000      0.008     -3.567      1.148      0.350   -128.246    284.729    187.452
    450.000      0.008     -0.799     -1.364     -1.799   -158.478    -70.447   -250.410
    450.000      0.008      6.977      1.245      4.808     54.413    -72.319    197.751
    450.000      0.008    -48.932     -7.111    -19.564    136.153    100.850    -30.085
    450.000      0.008      0.851     -0.008     -0.501     79.927    124.677     82.482
    450.000      0.008     -0.790      0.992     -1.901     94.378     41.986   -107.222
    450.000      0.008      3.335      8.308     20.552    -13.607    -69.622   -140.908
    450.000      0.008      2.860     -0.037     10.606    -14.938    137.420     46.198
    450.000      0.008      1.205     -9.531     -8.823     11.289    -55.012    -27.291
    450.000      0.008     -4.682     -8.263     -7.893     55.804   -241.061    315.805
